Hash,Message
99c537ba3,Borland nested element for <ejbjar> to generate EJBs for the Borland Application Server
1f805b5dc,A small documentation enhancement.
c5b5b59b7,Bug #1011
113069f80,Bug #1138
999634525,Applied Nick Davis' patch to support generic elements based on an Ant DTD.
0c4a72a81,results of the first voting stage
e6e450dc1,Make <touch> work on <fileset>s
2276ae89a,sanity checks for <touch>
b16a773de,Add a value attribute to <uptodate>
7c3493aaa,Make <fail> support nested text.
3ccfe4645,Add pattern for CVS backup files to default excludes
bf4ff9c36,make sureipFileSet works if the current working directory doesn't exist.
a0958003e,Add link to CruiseControl.
14d7f3c91,"Update ""other projects"" list."
6231c77d2,<fixcrlf> will only overwrite files if their content is different from the original.
b8de4702c,"Add ""REM"" to the comment identifiers fro <sql> - even if it's non-standard"
8854bf786,Don't parse the XSLT stylesheet unless we know a file is going to be transformed. This should improve performance in cases where the generated files are up to date significantly.
950bfd5cf,Added Ear task
54b25780f,"- Removed javadoc explaining attributes of task. This info is already in the vsshistory.html file. I didn't want to duplicate the work. - Renamed task attribute ""outputfilename"" to ""output"" to unify the task attribute namespace (i.e., other tasks use ""output"", why not this one?). Also made sure that the output filename is relative to the project's basedir. - Added task attribute ""dateFormat"" to allow the format of dates in ""toDate"" and ""fromDate"" to be specified. This was necessary for the ""numDays"" functionality to work properly with my date format. - Added ""default"" choice to ""style"" attribute. If an unknown style attribute is provided, a BuildException is thrown. - Fixed examples in the documentation which not included vsspath - Only pass -R once to ss.exe and only if recursive is really specified"
1386f41a4,New task <p4counter>
29f5971d3,separate Ant specific menus from the rest
d51357812,"oops, Front Page is Ant's, not the one of Jakarta."
01793f8b4,document newenvironment attribute of apply.
87def42d8,New task <recorder>
c22df87cd,Add a <metainf> element to <jar>
44a9c085a,Fixed coding system problem (dos-2-unix translation error).
f84f566a2,First cut at a task writer guildline.
4e4e5054b,minor correction for run-single-test
405db5ebc,Add property attribute to <p4counter>
e46851196,"Added ""DtdAttributes"" class and fixed DtdElement's getters and setters."
0b9d88884,"changed ""NamedValues"" property to ACSDtdDefinedAttributes to allow for custom editor."
fd1dbabec,registered DtdAttributePropertyEditor with PropertyEditorManager
6913a6c5a,new elements will have required attributes added
6c8512b89,removed the use of JDK 1.3 feature (Button.getAction)
ac7223c6e,getAction was added to allow removal of JDK 1.3 feature
5643ae498,editor which provides a combobox of available attributes
ac8622f1a,"no ""delete"" menu for project element. display ""delete"" and ""new element"" for all elements."
16218478e,added input validation to dialog
edd396be1,Borland ejbjar element documentation New blgenclient task to generate client jar for Borland EJBs
9a94f5c29,Added in basic RPM task
c6d570f7e,Added in xmlvalidate task
72053e82f,Claim some fame
60ed8507e,Updated icontract task
949e52ddb,"Move the ""Running Ant"" section from ""Installing Ant"" to a page of its own."
e7168dce2,Tested <junit> with new JUnit 3.6.
3e8ba1421,add function to fill a List from an Object[]
53ddc59ec,sort elements in the combobox
4c0c12c0f,add support for optional elements
676859791,Added in python style runant script
73a829852,Updated ant to get environment from MacOS X
fdde39136,Rename <recorder> ro <record>.
4ee2e5c26,The completion of the fix for Bug #975: include proper handling of parsing chunks of data returned by the external environment listing program (whose command is returned by getProcEnvCommand()).  UNIX environment variables can contain text with embedded newlines.
8c0161b0c,added <patternset> to <fileset>'s possible children
0cd4a15d8,added a few optional tasks
31dfcee60,"modified getDisplayName to display common attribute information (eg ""mkdir: ${build.dir}"")"
28ca8667a,changed the JTree to DragTree and added DragTreeListener
d83e6c3d8,Added DragTree.java and DragTreeListener.java (a JTree with drop and drag support)
0fbdf2138,Antidote officially moved to the CVS module jakarta-ant-antidote.
e7b04a89a,Move message
6769b415e,Add information about the AspectJC task.
a9a32155c,"brush up documentation for <javadoc> (adding documentation for the excludepackagenames attribute in the first place), minor cleanups in the implementation of this task."
de5c81da9,Add pointer to Dave Dribin's J2ME tasks.
fc42e57c2,Provide a way to specify addtional class path for blgenclient task.
e92225b1a,Create the ejbjar weblogic command line as a set of arguments rather than as a single line. Avoids problems with paths which contain spaces.
00f96abeb,Made sure OS version is parsed correctly for OSX
9bca5c023,Added extra feature request.
d6db14611,voting results
0deb1e2f5,Peter lifted his veto
bb58f9a94,Reimplementation ofipOutputStream along with a subclass ofipEntry to allow Ant generatedip/jar/war/ear files to be extracted on Unix boxes without permission problems for directories.
d040818b1,Make EjbcHelper JDK 1.1 compatible.
3193a54aa,Fix stupid NPE introduced with myIP changes.
c3714c50a,"More JDK 1.1 issues. Culprits have been <pvcs>, <record> and the newip package."
460259a48,Added some external resources.
c73410b59,More resources links
450c5fee1,J2EEUnit is Cactus in the jakarta-commons project now.
c7f38706e,we shouldn't forget that some committers also write articles
360b474c6,change status message
a202ce4f8,Use current time instead of something illegal when we don't know the last modification time of a dir.
bc4d066c1,"modularize site.vsl, add a first cut at a FAQ with a stylesheet of its own."
fa525259c,Minor clean-up (and verifying I can commit from my home machine <yay!>). PR: Obtained from: Submitted by: Reviewed by:
c4646a69c,"for some reason, Ant isn't using the jakarta-site2 site.vsl file. so, this change brings it in line with the current file."
c2ebee2fe,more project.xml cleanup PR: Obtained from: Submitted by: Reviewed by:
b7a45932b,rebuilt the site with the latest project.xml cleanup fixes PR: Obtained from: Submitted by: Reviewed by:
2130e9610,Bug# 1530
d09b8e3f4,Added a note about how Ant (the javac task) finds the files that need a rebuild.
a5094b960,Added a couple of FAQs.
2820f0a23,"BuildMonitor is a listener, not a logger."
2720eb209,remove the <question> element from generated HTML.
f7fdd6f36,Make port and password file configurable in <cvs>.
9cb6be8a8,add logging message to <copy>
3957ddae2,"Moved <pvcs> to a package of its own, added nested element to it to handle multiple projects in one go."
e7bcfc18b,"specify encoding for XmlLogger, handle TEXT Elements properly in DOMElementWriter."
d939c519a,vsslabel now allows to specify a comment for the label.
219dfb778,Support Checkin- and Checkout-Commands of Microsoft Visual SourceSafe.
533acc4e3,- Merged VSS-Documentation into one file - Added documentation for vsscheckin and vsscheckout
5c8dbd2dd,Added new tasks vsscheckin and vsscheckout
d6a12245e,"Make ""file"" attribute only check for a file; add ""dir"" attribute for checking for a directory; update doc. PR: Obtained from: Submitted by: Reviewed by:"
c1de5c691,Repair install target and correct mionor typo
7624036cc,Rolling back whitespace changes.
a80cf0dfe,iplanet-ejbc task for EJB stubs and skeletons for the iPlanet Application Server 6.0 Nested element to support iPlanet in ejbjar task
981af7b3b,"Added some comments, so one knows which entry in the buildfile belongs to which test-method."
a04e11dde,"The file was not correctly closed after validating it's contents, so the tests failed on Windows."
ab5f1efaf,- Added new tests for the dir-attribute - Adjusted expected result for test13 - empty string is not a file - Corrected all the tests - seems I have got the arguments in the wrong   order on first submission :-(
354afc93b,"Created a resource page at the website, updated links to FAQ."
6424badf1,"Capitalised ""Perforce"", cleaned up some typos, amended authors names."
a570213cc,Removed an invalid assumption regarding the replacement of already checked-out files.
b482bf23b,"Backed out previous change that added a ""dir"" attribute, as this caused backwards-compatibility issues. Added a ""type"" attribute instead, which works with the ""file"" attribute to specify either a file or a directory. PR: Obtained from: Submitted by: Reviewed by:"
95ee5d6ee,"Add blurb about new ""type"" attr for <available> (meant to bundle this in with the rest of the files for the change -- rats!) PR: Obtained from: Submitted by: Reviewed by: PR: Obtained from: Submitted by: Reviewed by:"
f16ef2144,Added links to Steve Loughran's articles in Ant's docs dir.
0254e32e7,"Moved stuff that I called SEMI-REJECTED in <http://marc.theaimsgroup.com/?l=ant-dev&m=98800940615921&w=2> to ACCEPTED state (will back out, if somebody complains)."
e412f3152,fix testcase 13 for available.
770b1dd27,Make <copy> throw an exception if the file to copy doesn't exist.
cc8afe278,Pass -noexit flag to weblogic.rmic
4b56e099f,"Make sure, we don't add """" to the archive -ip has gotten the same special treatment a few weeks ago."
f8f5fb01a,Make <replace> work for multibyte character sets.
91305712a,fix wording of fileset example.
314bc565b,Make tarfilesets work.
2ef872804,Make DirectoryScanner's error message a bit more useful.
f76dfe452,capture System.out and System.err while running the junit tests.
6433910ca,recored the results fot last voting round
3ae40fb06,"Add a new formatter ""brief"" for <junit>"
2fb97663f,Add in the addFailure method for later versions of JUnit copied from PlainFormatter
af81133ec,this makes ant work with jikes on OSX
9f4642716,Assorted patches:
b8f7af872,"Made scripts a little more consistent, they should now work with IBM's JDK on AIX out of the box."
1f0c45897,sync classpath creation between Unix and Windows version.
a88cd5374,My proposal for Ant2 - Mutant
b150eb636,Add getResource() implementation to AntClassLoader
86bed70a9,Improve error reporting in <xmlvalidate> and tell the XML where the document is located.
b5b31688e,Add some nested elements to javadoc where it seemed to be useful.
a6c6685f6,"Initialize classes which are loaded through a classloader. Note that the approach here uses newInstance to achieve initialisation for JDK 1.1 compatability. Under JDK 1.2, both initialization and the classloader to use can be specified to Class.forName();"
64d3b161d,Allow the SQL Delimiter to be set so that Oracle stored procs may be entered.
ecab5d335,Make javadoc expand properties for the new nested elements.
5c4140f46,Class.newInstance throws a NoSuchMethodError in JDK 1.1 if there is no no-arg constructor.
cc695c5ea,Minor typo
52579e968,Quote the -group parameter to Javadoc
c3633d1c5,This patch enables a newly created Perforce label to be locked
0b3766839,Update to SQL task documentation. General cleanup and documentation of new delimiter option
02f44cc23,All the new things from recent patches
a48208f6c,<jboss> element for <ejbjar>
c2e518039,Mutant update. Reorganization of classes to a fair extent Introduction of a non-functional parallel task Converted some data types over Initial experiments with apsects used to store data type values
15e2ec500,Spell Duncan's name correctly
94fb3a440,Working on my data types :-)
54e31d092,HTML-ify the requested-features file (as a diversion from the stuff I should really be working on :) PR: Obtained from: Submitted by: Reviewed by:
cd70defe8,Fix an ArrayIndexOutOfBoundsException when building dom4j on Windows
9d1c6ad01,Add link to Javadoc for date format + general clean-up. PR: Obtained from: Submitted by: Reviewed by:
c2c9a383f,Update for JUnit 3.7.
f0572cb75,Add skipemptyfilesets attributes to <execon> and <apply>.
5366bd544,skipemptyfilesets attributes of apply and execon - part 2.
7a2927dc6,Clarify documentation of destdir attribute.
a07ff75e6,Very early version of sorting and grouping the feature request for Ant2.
8d1300281,Link to list of system properties.
362903a2b,Lots of mutant changes
21e82d78a,"Added some more stuff, about 50% done now."
7ded9a569,Added useexternalfile attribute to <javadoc> - this makes javadoc use a temporary file for source file and package names (via javadoc's @file parameter) to defeat command line length limitations.
c31e31c52,Make usage of my email address consistent (probably going to change home provider).
48c54a521,Run convert script to update to Beta Avalon.
6caf36ea1,Started to update to task engine design I have been talking about.
32dc44001,Starting to adapt to Cocoon2 style hierarchy as it fits Ant style.
ce225a0e4,Removed instance data from Project object. This allows reuse of Project objects ... is this required ???
451ca455d,Update Launcher package and update ProjectListener* to reflect * No project name * tasklet->task
a44c5e5b9,Move AntEngine->Embeddor to follow suit with Avalon+Framework JSR naming conventions.
2f95bc470,Started to fix some of the more ugly hacks that violated IOC.
092ced78b,"Sun has put a profile of Ant in the ""Best Practices"" section on the Dot-Com Builder site - added some links to our site."
cbac1574a,"save, then commit - aaargh."
ad7ff5ac2,Moved TaskletEngine-> myrmidon.components.executor
c82637259,Created separate package to contain project model as per mutant.
2579eaa04,Migrates ProjectListeners to separate package
87711d5af,Migrate ProjectBuilderss to separate package
cef6bbb3c,Made model work with Arrays rather than Iterators (more typesafe).
1ec0e4c4e,Model is not a user concern but a modder/embeddor concern.
620c60381,Model is not a user concern but a modder/embeddor concern.
2dddb40b2,ProjectEngine->ProjectManager (need a better name).
2ade144b4,My PGP key.
2f4b71ebb,Moved TskDeployer into separate directory.
6f3f9cca3,Moved Main/Constants/AntException to new package and made AntException not a RuntimeException
d32c26fc1,Removed need for AntException. Substituted TaskException where appropriate and used raw Exception in other places (ie setup of components).
685af27ce,Whitespace removal.
157d8f04d,Update names of properties.
12ce7d67f,Extra clarification about where rpm task runs and what it does.
3509786a7,Add in my public key
d678e492b,Simplified Classloader management.
524187523,Stripped out cp manipulation to use simpler launcher. Rearranged main method to be simpler by having spearate methods for CLI option parsing and setup of vars.
c0d2a26fd,"Implemented ""ROLE attribute is role name in interfaces"" pattern."
01b99d562,Started the type registry impl.
18485227c,Added in jdpend task
18ea21ee7,Added failonError attribute.
621f3ea89,That profile has been improved a little ;-)
758feca17,Continued work on registry (which I am now terming TypeManager).
a87db6897,Updated properties to use role names rather than having an extra layer of indirection.
b689612fa,Integrate TypeManager into embeddor and in deployment mechanism.
6b4ce7ff5,Integrate type so that tasks/datatypes are access via TypeManager rather than through individual Registrys scattered through classes.
47e9fd628,Removed DataTypeEngine as it is supersceded by TypeManager.
7b722732f,Moved Condition to be part of project model.
8d9a74fe2,Reworked Converter component. Made it work with TypeManager + an auxilliary Registry.
68145035f,Update sample
414575a43,Update myrmidon to remove dependencies on camelot part of Avalon (which is still alpha and not released).
362616390,Removed ConverterInfo and simplified ConverterRegistry
165ec8163,Started converting runtime so type instances don't have to implement Avalons Component interface.
d23b08a30,Converted TypeManager so that types no longer have to implement Avalons 'Component' interface.
5872737ff,Simplify deployment so that it uses files instead of URLs and does not name deployments.
2a9f49ba6,Added AbstractContainerTask and made Property extend it.
29ee64b27,Starting to define/test aspect interface.
219593398,Made it possible to configure single attributes. This is to help container style tasks.
ebe476933,Canonicalized filename to get around bug in  file: urls embedded in jar: urls. (they didn't resolve ./ or ../)
75bc6925a,Read in roles from META-INF/ant-roles.xml and remove hardwired mapping for tasks/data-types.
344f259a1,Follow suit with naming convention.
2d449a4bb,First sweep of aspect manager.
5c3c1ca86,Update Container class to use new configuration of attribute method.
7a87980dc,Update class to use new configuration of attribute method.
05f3d6bc8,update main to use new embeddor.
183e00715,Update to use new role mapping system.
96cd401d9,Update to include new role mapping data.
070882371,Start of Ant1 task adapter.
bd19cd4af,Update to current name of Embeddor (changed to become conformant with rest of components).
9012ef840,Made preConfigure take taskModel as parameter. This is because original taskModel may have been modified.
66bbf8cac,Made preConfigure take taskModel as parameter. This is because original taskModel may have been modified.
2c4c47e8e,Update for new method signatures.
33009d2a2,Id is no longer a special identifier.
8fc57a55d,Update to work with JAXP1.1 rather than SAX2 mechanisms.
794a88396,Updated to work with JAXP1.1 and crimson (as it is smaller).
c16a7322c,Add pointer to article in recent JDJ issue.
1dc00cb1d,Made setProject public.
190db7ce1,Updated to use latest ant/avalon jars.
3219e9d82,Think I've covered all accepted features now.
91f7d992d,Don't change working directory for javadoc.
68f6b984a,New task <typedef>
1b342d1ac,Added a standard declaimer with s/Avalon/Ant
277624f96,Added first sweep at TypeInstanceTask
a2dc17607,Abstract task to define types.
e94678ff4,"Concrete task to define types - where user specifies type of defionition (ie task/data-type, aspect, listener etc)."
50da0f9f1,"Removed decoration of role with ""selector"" as it was legacy to old implementation."
8de9ab12b,Added extra logging for debugging.
12310aeb8,Remove whitespace.
654f16a69,Updated to current descriptor name.
1a4fd4f86,Broke up large method into multiple methods. Update descriptor format into two sections to make converters and types separate.
67c9bd23c,Update descriptors to new name.
3efaa3847,Update build process to add in descriptors.
3808ad11f,Update sample build file.
cfd119edd,Allow data types to appear inside of targets.
ac6f3addd,Add a property that contains the version of Ant.
35aee5cce,Prep for JDK 1.4.
9bda81dad,Remove all old style tasks.
c2bd8b527,Add in ROLE attribute so easy to reference.
becc71955,Update to new descriptor name.
ca6015fdc,ConverterDef task (should we even have this???).
9e2468421,Facility task (for adding in AspectHandlers).
c01cdc75f,Expand output string. .
c60d74be9,Add in build file for testing primitive type conversion in myrmidon
a3d6441dd,"Split test targets into many. Include an ""all"" target and moved primitive tests to another build file."
e8cc085e9,Remove old descriptors.
2d2f38d7a,Add in new descriptors.
97f2c01ca,Update to fix exception handling bug.
aa1de6e71,Update build file for new descriptor location.
fd69f8f47,Finished the document. This is IMHO as good as it can be at the current state of discussion.
d291ecb05,"Minor clarification, removed &apos;, fix typo."
060c8d753,Fix typo in tar documentation.
3b8aee8b3,"Change extention of ant libraries to ""atl"" for Ant Type Library. (more representative of content than .tsk)."
c36c9d34e,cleaned whitespace.
3ab3efa97,Made Executor support a TaskFrame. The TaskFrame is where context/logger/componentManager/typeManager are stored.
da88f5e46,Default implementation of frame that just caches values passed to it.
20f90e4e0,Update to use new ExecutionFrame construct.
74a38b365,No longer separate Target interface and implementation.
16db5240f,Made a object to model imports.
c074a11c9,Changed Project so that it contains a list of Imports (of type libraries) and project references.
1cdf53d7b,Added method to construct child TypeManagers that inherit from their parent.
e2cc34fa9,Fixed a bug that made inherited TypeFactorys fail.
7b867a10d,Modify ProjectBuilder so that it uses a vanilla string. This is in preparation for alternate formats (ie URLs).
c7e6b6c8d,Changed interface so that instead of returning other components it hides it behind an abstraction. ie Instead of returning a ProjectBuilder it provides interface to ProjectBuilder. Same with ProjectManager.
f26fff422,Changed interface so that instead of returning other components it hides it behind an abstraction. ie Instead of returning a ProjectBuilder it provides interface to ProjectBuilder. Same with ProjectManager.
8c0388b0a,ProjectManager is no longer a FlyWeight. It now carries state pertinent to a set of Projects that are executed in concert.
087abe77e,Interface used to contain relevent data for each project managed by ProjectManager.
73fde2c99,ProjectManager is no longer a FlyWeight. It now carries state pertinent to a set of Projects that are executed in concert.
15f44e67b,Update to work with new embeddor interface.
17a239961,Doesn't work with new Frame model. Essentially as I am unclear on appropriate semantics.
87f090a12,Moved getChildTypeManager to ProjectManager as havin in ExecutionFrame violates IOC and has not consistent with other approach for frame specific parameters.
7b3d79630,Added in support for parameters that are sent to builder.
9668de65a,"Update status of Ant2 development, add logo page."
a89125592,Various typos and documentation fixes.
e2e5aeee3,Make cross project DAGS work.
4a677e7d6,Modify ProjectBuilder interface to accept Parameters. This allows arbitrary builders to be added in the future (such as for templating etc).
6c5fc99a2,Modify to demonstrate X-Project DAG.
d4de5ba0d,Starting to reintroduce Ant1 adapters.
49c24d055,"should have added this file 36 hours ago, sorry."
3ec663279,assorted logo submissions
7cc3b6ec2,Move Patter type into framework directory.
dd0a617ea,Remove old ant1 compatibility layer in preparation to move it.
403768d13,Move Ant1 compatibility layer files into separate library.
d12a4e9a8,Add in descriptor for Ant1 compatibility layer.
b9ce27452,Migrated converter files into separate library.
86a63f589,ant --> myrmidon
299abac0c,Update core descriptor to reflect new location/arrangement of classes. PR: Obtained from: Submitted by: Reviewed by:
810345b4c,Renamed descriptor built into main jar. Also migrate across Pattern type.
7a89b85ad,Migrated self testing code to new library.
f8831097c,Add in descriptor for self-test library.
bf7c0c19e,Updated sample to show using ant1 style tasks.
8ce90f1f9,Update build file to reflect multiple libraries
06931fc27,Remove unused variable declaration.
9243e2436,Changed embeddor so that a new ProjectBuilder is instantiated on every call to createProject. There is no longer a globally Cached and configured ProjectManager.
c1c5ab00d,Updated descriptors to store role and instances of ProjectBuilder component.
7431ea342,Modified interface to reflect the fact it is no longer a flyweight and thus can be passed Parameters via standard mechanisms (Parameterizable).
112b6039b,Modified interface to reflect the fact it is no longer a flyweight and thus can be passed Parameters via standard mechanisms (Parameterizable).
de6f7cfbc,Added in basic XSL templated builder. Currently uses template with same name as build file except the extension is xsl instead. PR: Obtained from: Submitted by: Reviewed by:
f68102afa,Added in very simple demonstration of XSL templating.
3b0d442c1,Add in xalan jar to support new XSL based ProjectBuilder.
f30ab1c20,Update excalibur to support new FileUtil.getExtension() method added.
a343b61d4,Made sure that xalan is copied to distribution.
611ea2a73,Removed self-test tasks from descriptor
6ed9702db,Add Add in task to import tasklibraries.
5d3369eb3,Remove old register-tasklib task
